MONTH,PORTFOLIO,BENCHMARK
2010-01,-0.05576828164802772,-0.061333771446006824
2010-02,0.04221978823187267,0.008244487788992227
2010-03,0.052098188783027854,0.06639178959752545
2010-04,0.007412469766607366,0.005505687033222628
2010-05,-0.030054075643617062,-0.03632061298076916
2010-06,0.0341762112741999,0.04447244637526815
2010-07,0.017545320987912616,0.01037178308823572
2010-08,0.02790679119513162,0.0064833080062529636
2010-09,0.09947786982996676,0.11616139203180698
2010-10,0.014084650270133725,-0.0020315259004175523
2010-11,-0.005989714815750058,-0.025757348317342332
2010-12,0.029189387779966713,0.046360856880386825
2011-01,-0.08570229701803722,-0.10246965484656456
2011-02,-0.06085862930761965,-0.031357254110314425
2011-03,0.10881901858876675,0.093845216331506
2011-04,0.002356537712388418,-0.01444182558388718
2011-05,-0.033111575833773554,-0.048073728557917916
2011-06,0.021347286778261365,0.03184663199603088
2011-07,0.0007917358141249498,-0.029287797075448152
2011-08,-0.055931602518090706,-0.08774170010944937
2011-09,0.00476284342291855,-0.011547690461907734
2011-10,0.05562658451926761,0.07755021446543253
2011-11,-0.06124491716730984,-0.0928453955434646
2011-12,-0.025642570402498954,-0.04299417605308309
2012-01,0.05788030675047762,0.12433237886732407
2012-02,0.03798138065816792,0.03576481133096099
2012-03,0.021476031844231303,-0.01664755020677522
2012-04,-0.009551113098959063,-0.008950893503407498
2012-05,-0.05727620269563172,-0.06171696852620401
2012-06,0.06559523019116931,0.07202110013580754
2012-07,0.008415337716542792,-0.009452708569373747
2012-08,0.02367533762771301,0.005641614075349022
2012-09,0.07231246932946034,0.08458682222829772
2012-10,-0.01136780904440704,-0.014658112362652131
2012-11,0.08442728364780061,0.046292487731062204
2012-12,-0.003578013187500395,0.004294327164915845
2013-01,0.007900580382069755,0.02195558080297566
2013-02,-0.03797709491336165,-0.05662209624466674
2013-03,0.003782556264769088,-0.0018443541441277578
2013-04,0.08891029626652491,0.043580857033705955
2013-05,0.00965795144623005,0.00940103169604023
2013-06,-0.012738060298312592,-0.024014566661875736
2013-07,-0.0010202338908719133,-0.01715110608378312
2013-08,-0.04283522642227455,-0.047056808657697236
2013-09,0.06727765084908355,0.04815600157269406
2013-10,0.06105622085893492,0.0983122272344703
2013-11,0.0036539581753791683,-0.019534350919592214
2013-12,0.028186723234069566,0.020708845439905588
2014-01,-0.007130012145168729,-0.03402601522842652
2014-02,0.021179231060852732,0.030782526531324406
2014-03,0.03779327052690862,0.0680664951458525
2014-04,0.0077132307350562535,-0.0011634934431408173
2014-05,0.053164149766575575,0.07967718486794828
2014-06,0.07107963339721168,0.05275277035670678
2014-07,0.00501480654463804,0.014445493325173642
2014-08,0.05193483173691349,0.030182779954648797
2014-09,0.013165074039705349,0.00131370971895306
2014-10,0.03583093220483269,0.04487248887469342
2014-11,0.018380824888957426,0.03196868597770042
2014-12,-0.01401102495776052,-0.035577656063516705
2015-01,0.0884180336485163,0.0635300304133064
2015-02,0.0026361537633607934,0.004052630540355651
2015-03,-0.016620180189196865,-0.03997915394611995
2015-04,-0.03525601894412955,-0.03645035920386275
2015-05,0.047675740551037515,0.03081957961559656
2015-06,-0.04194920195786611,-0.007725052332904436
2015-07,0.04164106388688871,0.01963907622333738
2015-08,-0.0655791730153803,-0.06581034828863386
2015-09,-0.011655800189892318,-0.002810068984054004
2015-10,0.022646693630665515,0.014706425263863565
2015-11,-0.025193759426524798,-0.016185599425816433
2015-12,0.02746434736030734,0.0013988340198800575
2016-01,-0.04841495347256497,-0.04817309686388682
2016-02,-0.08607988478018425,-0.07622082420118581
2016-03,0.08848408746509495,0.10753467037721376
2016-04,0.015608801683180351,0.014395728283570719
2016-05,0.013876690268970204,0.039529707851078344
2016-06,0.024800907450104104,0.015643178492432908
2016-07,0.04725416171951369,0.04232149859732748
2016-08,0.011323489980962664,0.01709789839815956
2016-09,-0.019082464841668312,-0.019923266121445127
2016-10,0.0022715280129061988,0.0031180049304710966
2016-11,-0.035199772071188296,-0.04786987728640901
2016-12,-0.010703737600206154,-0.004705476966684885
2017-01,0.07080729095345628,0.04587212110721017
2017-02,0.01879852185396258,0.037178911140715476
2017-03,0.03458954684458604,0.03312653763289486
2017-04,0.03852069523639634,0.014203548678294098
2017-05,0.024468979393502455,0.034092701777315604
2017-06,-0.003643013924229499,-0.010429997076782938
2017-07,0.07712237753009132,0.05841876250461331
2017-08,-0.008513965827249503,-0.015798118994665766
2017-09,-0.02081715856237898,-0.013037112307784704
2017-10,0.06554024620497345,0.05585070562993555
2017-11,-0.008593602501109854,-0.010522191136697723
2017-12,0.052646829734289025,0.029741251588643713
2018-01,0.022154336499629945,0.04719534226425237
2018-02,-0.04498468932014865,-0.04850064623309647
2018-03,-0.053669750290395224,-0.036134074934586646
2018-04,0.07462201297174942,0.06186157410049398
2018-05,-0.014306919358103909,-0.0002978968807580973
2018-06,-0.0034471399855515727,-0.0020352347109977575
2018-07,0.029313277159541684,0.059938606070322864
2018-08,0.03897362812648497,0.028529916787742637
2018-09,-0.053806174403484563,-0.06421384398677277
2018-10,-0.021581173210792004,-0.04975555226176587
2018-11,0.02003038815861191,0.047190650362856745
2018-12,-0.008367156623700467,-0.001305554996896774
2019-01,-0.010201242031389501,-0.002909041610226759
2019-02,-0.013044977381852951,-0.0035500297406173553
2019-03,0.05513702972071988,0.0720407690525835
2019-04,0.02519732734577529,0.015397613710026459
2019-05,0.020517211047876405,0.01486612004915
2019-06,-0.014251318877108288,-0.011234793631261009
2019-07,-0.05943151174121175,-0.05690543450834362
2019-08,-0.00874992498381022,-0.00852221622593985
2019-09,0.04598788082526606,0.0409316848762844
2019-10,0.04561371806074943,0.03512150849411766
2019-11,0.0043221249306808485,0.01503686451537245
2019-12,-0.00012427406963411158,0.009323152479122854
2020-01,0.011022280362862125,-0.016957836258966852
2020-02,-0.05040599716247951,-0.0635632233641571
2020-03,-0.2361290330196114,-0.23246367755038266
2020-04,0.11398999037055191,0.14680008032624792
2020-05,-0.033591719774079265,-0.028357343873711804
2020-06,0.0907142932223226,0.07534208943381193
2020-07,0.05178771787460157,0.07487314384298571
2020-08,0.02106344763319079,0.02836061021166092
2020-09,-0.02876255673725925,-0.012289808589462048
2020-10,0.03809167915946721,0.03510547566305933
2020-11,0.07442189382797482,0.11394126298522589
2020-12,0.1909728243055191,0.07809420110608278
2021-01,-0.03735430410694229,-0.024828822616982715
2021-02,0.07019997636210928,0.06560887791929915
2021-03,0.0065056098817968255,0.0111190124917242
2021-04,0.007169276678117065,-0.004057028265849416
2021-05,0.1415653291664547,0.06504638890590875
2021-06,0.13263569427397814,0.008900852032429851
2021-07,-0.05134524005346297,0.002642865164742547
2021-08,0.015324565932653522,0.08685815441979705
2021-09,0.024325092966798634,0.028364786427603095
2021-10,-0.00040303712807454595,0.003036641123717043
2021-11,-0.012387712295564346,-0.03895794431516364
2021-12,0.06754933265544172,0.021836378277336532
2022-01,-0.0022047232841981845,-0.0008183202904038511
2022-02,-0.048746131952079996,-0.03148523378512058
2022-03,0.03831698573504738,0.03994602765117583
2022-04,-0.005012524620183645,-0.020738872228345695
2022-05,-0.03739584788198291,-0.03028787966341817
2022-06,-0.06861157744704593,-0.04849698926782653
2022-07,0.07540226803403849,0.08732434530504873
2022-08,0.08704492541205511,0.035029841694228736
2022-09,-0.03988047705278541,-0.05299764801938067
