,Open,High,Low,Close,Adj Close,Volume
2009-01-01,34.430694580078125,36.09286880493164,33.757911682128906,34.83634567260742,32.15766906738281,18566132.0
2009-01-02,34.430694580078125,36.09286880493164,33.757911682128906,34.83634567260742,32.15766906738281,18566132.0
2009-01-03,34.430694580078125,36.09286880493164,33.757911682128906,34.83634567260742,32.15766906738281,18566132.0
2009-01-04,34.430694580078125,36.09286880493164,33.757911682128906,34.83634567260742,32.15766906738281,18566132.0
2009-01-05,36.60734939575195,36.60734939575195,34.638465881347656,35.31125259399414,32.59606170654297,13382037.0
2009-01-06,35.60806655883789,37.38896560668945,34.73740768432617,36.89427185058594,34.057350158691406,18622646.0
2009-01-07,37.39885711669922,37.39885711669922,33.451202392578125,34.46037673950195,31.81060218811035,8271220.0
2009-01-08,37.39885711669922,37.39885711669922,33.451202392578125,34.46037673950195,31.81060218811035,8271220.0
2009-01-09,35.61796188354492,35.61796188354492,31.106353759765625,32.7982063293457,30.276243209838867,11836652.0
2009-01-10,35.61796188354492,35.61796188354492,31.106353759765625,32.7982063293457,30.276243209838867,11836652.0
2009-01-11,35.61796188354492,35.61796188354492,31.106353759765625,32.7982063293457,30.276243209838867,11836652.0
2009-01-12,33.02576446533203,33.213748931884766,30.938156127929688,31.957225799560547,29.49993133544922,10096591.0
2009-01-13,31.957225799560547,32.0561637878418,30.11696434020996,30.69080924987793,28.330890655517578,7339098.0
2009-01-14,31.2646541595459,31.561471939086914,30.275266647338867,30.938156127929688,28.559223175048828,8309400.0
2009-01-15,30.25547981262207,30.57208251953125,28.692245483398438,29.81025505065918,27.518051147460938,11152057.0
2009-01-16,30.651233673095703,30.651233673095703,29.60248374938965,30.26537322998047,27.938169479370117,7452421.0
2009-01-17,30.651233673095703,30.651233673095703,29.60248374938965,30.26537322998047,27.938169479370117,7452421.0
2009-01-18,30.651233673095703,30.651233673095703,29.60248374938965,30.26537322998047,27.938169479370117,7452421.0
2009-01-19,30.47314453125,30.641340255737305,29.226516723632812,29.7014217376709,27.417583465576172,6035166.0
2009-01-20,29.7014217376709,29.7014217376709,28.712034225463867,28.840654373168945,26.623003005981445,5383440.0
2009-01-21,29.088001251220703,29.661846160888672,27.32689094543457,27.68307113647461,25.554431915283203,11103345.0
2009-01-22,28.059038162231445,28.276704788208008,26.080263137817383,26.297927856445312,24.27579689025879,15539487.0
2009-01-23,26.713470458984375,27.65338897705078,25.77355194091797,26.723365783691406,24.66851806640625,9700493.0
2009-01-24,26.713470458984375,27.65338897705078,25.77355194091797,26.723365783691406,24.66851806640625,9700493.0
2009-01-25,26.713470458984375,27.65338897705078,25.77355194091797,26.723365783691406,24.66851806640625,9700493.0
2009-01-26,26.713470458984375,27.65338897705078,25.77355194091797,26.723365783691406,24.66851806640625,9700493.0
2009-01-27,27.643495559692383,28.088720321655273,26.941030502319336,27.77211570739746,25.636629104614258,4834908.0
2009-01-28,28.326173782348633,29.384817123413086,28.068931579589844,29.01874351501465,26.787399291992188,8164422.0
2009-01-29,30.57208251953125,30.868900299072266,28.514156341552734,30.087282180786133,27.773773193359375,9830134.0
2009-01-30,29.622270584106445,29.879512786865234,28.692245483398438,29.612377166748047,27.335384368896484,8504243.0
2009-01-31,29.622270584106445,29.879512786865234,28.692245483398438,29.612377166748047,27.335384368896484,8504243.0
2009-02-01,29.622270584106445,29.879512786865234,28.692245483398438,29.612377166748047,27.335384368896484,8504243.0
2009-02-02,29.295772552490234,29.295772552490234,27.70285987854004,28.444900512695312,26.257680892944336,5779624.0
2009-02-03,29.226516723632812,29.226516723632812,26.11983871459961,26.357290267944336,24.33059310913086,16341049.0
2009-02-04,27.307104110717773,27.307104110717773,26.21877670288086,26.80251693725586,24.741586685180664,10923557.0
2009-02-05,25.9813232421875,26.20888328552246,25.565780639648438,25.941747665405273,23.947002410888672,10668399.0
2009-02-06,26.11983871459961,27.643495559692383,26.11983871459961,27.20816421508789,25.116039276123047,9797715.0
2009-02-07,26.11983871459961,27.643495559692383,26.11983871459961,27.20816421508789,25.116039276123047,9797715.0
2009-02-08,26.11983871459961,27.643495559692383,26.11983871459961,27.20816421508789,25.116039276123047,9797715.0
2009-02-09,27.70285987854004,28.514156341552734,27.287315368652344,28.01946258544922,25.864953994750977,6143576.0
2009-02-10,28.494369506835938,28.494369506835938,27.030075073242188,27.3466796875,25.243906021118164,9585786.0
2009-02-11,27.010286331176758,27.307104110717773,26.416654586791992,26.931135177612305,24.860313415527344,8138658.0
2009-02-12,26.693683624267578,27.386255264282227,26.515592575073242,26.970712661743164,24.896846771240234,8962486.0
2009-02-13,27.3466796875,27.66328239440918,26.970712661743164,27.257633209228516,25.161705017089844,14382782.0
2009-02-14,27.3466796875,27.66328239440918,26.970712661743164,27.257633209228516,25.161705017089844,14382782.0
2009-02-15,27.3466796875,27.66328239440918,26.970712661743164,27.257633209228516,25.161705017089844,14382782.0
2009-02-16,27.56434440612793,28.266809463500977,26.713470458984375,26.960817337036133,24.887714385986328,10775703.0
2009-02-17,26.693683624267578,26.812410354614258,25.64493179321289,25.88238525390625,23.89220428466797,7999158.0
2009-02-18,25.724082946777344,26.614532470703125,25.328327178955078,26.377079010009766,24.348861694335938,5441339.0
2009-02-19,26.020898818969727,27.010286331176758,25.823022842407227,26.624425888061523,24.577184677124023,4428000.0
2009-02-20,26.317716598510742,26.693683624267578,25.803234100341797,26.466123580932617,24.43105697631836,6335857.0
2009-02-21,26.317716598510742,26.693683624267578,25.803234100341797,26.466123580932617,24.43105697631836,6335857.0
2009-02-22,26.317716598510742,26.693683624267578,25.803234100341797,26.466123580932617,24.43105697631836,6335857.0
2009-02-23,26.317716598510742,26.693683624267578,25.803234100341797,26.466123580932617,24.43105697631836,6335857.0
2009-02-24,26.416654586791992,26.495805740356445,25.733976364135742,26.139625549316406,24.12966537475586,7845133.0
2009-02-25,26.713470458984375,27.89084243774414,26.47601890563965,27.722646713256836,25.59096336364746,14238329.0
2009-02-26,28.088720321655273,30.057601928710938,27.425830841064453,29.67173957824707,27.39018440246582,33084432.0
2009-02-27,30.077388763427734,31.01730728149414,28.741716384887695,29.543119430541992,27.271453857421875,29194815.0
2009-02-28,30.077388763427734,31.01730728149414,28.741716384887695,29.543119430541992,27.271453857421875,29194815.0
2009-03-01,30.077388763427734,31.01730728149414,28.741716384887695,29.543119430541992,27.271453857421875,29194815.0
2009-03-02,28.909912109375,30.453357696533203,28.35585594177246,28.80107879638672,26.586469650268555,19317783.0
2009-03-03,29.285879135131836,29.632165908813477,27.79190444946289,28.068931579589844,25.910619735717773,13379596.0
2009-03-04,28.632883071899414,29.226516723632812,27.56434440612793,28.3162784576416,26.13895034790039,12455939.0
